verse	content
016	Pero si Jesus nagaagto sa mga naligwin nga lugar sa pagpangamuyo.
017	Sangka adlaw nga nagapanudlo si Jesus, may mga Fariseo kag mga manunudlo kang Kasugoan nga nagapurungko rugto nga nagharalin pa sa mga kabanwahanan kang Galilea kag Judea kag sa Jerusalem.
017	Ang gahum kang Ginoo sa pagpang-ayad kang mga masakitun rugyan kay Jesus.
018	Burubuhay may nag-arabot nga mga tawo nga nagayayong kang sangka paralitiko sa anang baratangan.
018	Ginatinguhaan raad nanda nga pasudlun dya sa balay kag dar-un sa atubang ni Jesus.
019	Ugaring sa kadurohon kang mga tawo wara gid sanda ti maagyan pasulud.
019	Ang ginhimo nanda, ginyayongan nanda ang paralitiko pasaka sa atup.
019	Dayon gin-ukaban nanda ang atup nga tisa kag gintunton nanda ang masakitun sa ana baratangan sa tunga kang mga tawo sa atubang mismo ni Jesus.
020	Kang makita ni Jesus ang andang pagtoo, ginkun-an na ang tawo nga masakitun, Amigo, ang imong mga sala ginpatawad run!
021	Ang mga manunudlo kang Kasugoan kag ang mga Fariseo nag-umpisa ka muno sa andang kaugalingun nga nagakuon, Sin-o bala ang tawo nga dya nga nagapasipala sa Dios?
021	Dios lang kabay kag wara run ti bisan sin-o pa ang makapatawad kang sala?
022	Nasat-uman ni Jesus kon ano ang anda nga ginapinsar, gani nagkuon tana kananda, Andut haw nga nagapaminsar kamo kang amo ria?
023	Sa diin bala ang mas mahapus?
023	Ang magkuon ako nga, Ginpatawad run ang imo mga sala, ukon magkuon ako nga, Bangon dyan kag magpanaw?
024	Kar-on pamatud-an ko kaninyo nga ang Anak kang Tawo may gahum rugya sa lupa sa pagpatawad kang sala.
024	Dayon ginkun-an na ang paralitiko, Ginakun-an ko ikaw, bangon dyan, dar-a ang imong baratangan kag mag-uli sa inyo balay!
025	Lagi-lagi nagbangon ang tawo nga nakita gid kang tanan.
025	Gindara na ang anang baratangan kag nag-uli nga nagadayaw sa Dios.
026	Natingala gid sanda tanan, kag gindayaw nanda ang Dios, nga nagabatyag kang kahadluk nga nagakuon, Daw ano nga katingalahan nga butang ang atun nakita sa kadya nga adlaw!
027	Pagkatapos ka dya, nagwa si Jesus kag nakita na ang sangka manugsukot kang buwis nga ang anang ngaran ka dya si Levi, nga nagapungko sa lugar kang ginabaydan kang buwis.
027	Ginkun-an tana ni Jesus, Sunod ikaw kanakun.
028	Nagtindug si Levi kag ginbayaan na ang tanan kag nagsunod kay Jesus.
029	Nagpatabad si Levi sa anang balay para kay Jesus, kag raku nga mga manugsukot kang buwis kag iba pa gid nga mga tawo ang nag-imaw kananda sa pagkaun sa lamesa.
030	Kar-on, ang mga Fariseo kag ang mga manunudlo kang Kasugoan nga mga kaimaw man nanda, nagkurumodon sa mga disipulo ni Jesus, Andut haw nga nagapakig-imaw kamo kaun kag inum sa mga manugsukot kang buwis kag sa iba pa nga mga tawo nga makasasala?
031	Ginsabat sanda ni Jesus, Ang tawo nga mayad ti lawas wara nagakinahanglan kang doktor kundi ang tawo lamang nga nagamasakit.
032	Wara ako mag-abot agud itawgun ang mga matarung nga tawo, kundi ang mga makasasala nga maghirinulsul sanda.
033	May mga tawo nga nagkuon kay Jesus, Ang mga disipulo ni Juan nga Manugbawtiso masami nagapuasa kag nagapangamuyo, kag amo man ang ana kang mga Fariseo.
033	Pero ang imo tana nagakaun kag nagainum.
034	Nagsabat si Jesus kananda, Mahimo mo ayhan nga indi pagpakan-un ang mga bisita sa kasal samtang kaimaw pa nanda ang nobyo?
034	Indi gid.
035	Pero magaabot ang adlaw nga ibul-un kananda ang nobyo, kag sa amo nga tion indi mahimo nga indi sanda magpuasa.
036	Nagsugid si Jesus kananda kang paanggid.
036	Kuon na, Wara ti nagagisi halin sa ana bag-o nga bayo agud nga ilunub sa daan nga bayo.
036	Tungud hay kon himoon na dya, gin-gisi na run ang bag-o nga bayo kag labut pa, ang ginlunub nga to nga naghalin sa bag-o nga bayo indi man mag-angay sa daan nga bayo.
037	Kag wara man ti nagabutang kang bag-o nga bino sa daan nga surudlan nga panit.
037	Tungud hay kon himoon na dya mabusdik ang surudlan kag mauyang ang bino, kag ang surudlan indi run mapuslan.
038	Sa baylo, ang bag-o nga bino kinahanglan isulud sa bag-o man nga surudlan nga panit.
039	Kag wara man ti nagainum kang daan nga bino ang mangita kang bag-o nga bino, tungud hay kuon na, Mas manamit tana ang daan nga bino.
