verse	content
026	Basta tukoy kuwid ay datiyk a burk peru nadid ay maketak dn.
027	nya ginamet naid dikomu?
027	Konya na a pinaketa i mata muwen?
027	Tanung di dikona.
028	Tummbbig siya dikodi, Nakagi ku dn ben dikomoy, peru awank moy gustu a paniwalaan.
028	Bakin gustu moy dmman a masanig a ruway?
028	Gustu moy beman bi a magin disepulus na?
029	Pkkasanig nen Judio hidi, ay pinagsarantaan di siya, Siko disepulus naid.
029	Peru sikami, ay disepulus ni Moises.
030	Tukoy mi a nkpgguron en Diyos knni Moises.
030	Peru i lllakiyid a iyn, ay awan mi tukoy ni hdya naggubwatan naid.
031	Kinagi nen lllaki, Iyud ngani makatakaid!
031	Awan moy tukoy ni hdya nagubwatan naid, peru pinagpiyya na mata kuwidi.
032	Tukoy tam a awan sanign nen Diyos en makasalanan.
032	Peru sanign na en tunay a sumamba hidi dikona sakay sumunud ten kaluuban na.
033	Sapul pa ten sapul awank palla nakasanig ti nakapagpapiyya ti neenak a dati dn a burk.
034	Talaga a awan ti magamet i lllakiyid a iyud ni awan naggubwat ten Diyos!
035	Kinagi di dikona, Neenak ka a makasalanan, gustu muwid a kagiyn ay siko pa i mangtolduwid dikomi?
035	Sakay sapul haud ay intiwalag di dn siya.
036	Nabareta ni Jesus a intiwalag nen Pariseo hidi en lllaki a pinagpiyya na.
036	Kaya kinagi na ten lllaki dikona ketan na, Sumampalataya ka beman ten Anak nen tolay?
037	Tummbbig en lllaki, Deya beman siya Maistu?
037	Kagiyn mu dikoku tnni maniwalak dikona.
038	Netan mu dn siya, siya i kauron muwidi nadid, kagi ni Jesus.
039	Sumampalatayak dikomu Panginoon!
039	kagi nen lllaki.
039	Sakay sinamba na ti Jesus.
040	Sakay kinagi pa ni Jesus, Kayak a ummangay ti munduwiday, ay tnni maghatul ten tolay.
040	Tnni maketa en burk hidi sakay maburk en maketa hidi.
041	Nasanig iyud nen agum a Pariseo a adeni dikona kaya tinanung di siya, nya beman gustu muwid a kagiyn burk kami?
042	Kinagi ni Jesus, Ni burk kam ay awan kam nakuwan ti kasalanan.
042	Peru kinagi moy a awan kam burk, en kasalanan ay manatili dikomoy.
