verse	content
017	Ket ya isa igida, apaman nga nasingen na nga nalaingan to kutel nan, simoli met ito edyan ne Jesusin, nga nip-ipkaw na ya panagdayaw na e Apu Diyus.
018	Ket nagparintumeng ngarud iya sangu ne Jesus nga siiiyaman igina.
018	Ket iyan nga lalaki, iSamarya met.
019	Ket e Jesus, kinunen na, Bekken kad nga sangapulu to nalaingan tun?
019	Ape dito siyamin?
020	Ape awan da nga gennung nga simoli nga agyaman e Apu Diyus, malacsid iya gan-gannaet nga idi?
020	kunen na.
021	Ket kinunen ne Jesus ito lalaki nga nalaingan, Agsikad kan, ta mabalin mu ya mawe yin.
021	Nalaingan kan gapu iya panamatim, kunen na.
022	Ket iya namensan, uwed da Parisiyu nga nagsaludsud e Jesus no nungey nga madatngan ya panangituray ne Apu Diyus.
022	Ket nisungbat ne Jesus nga kinunen na, Ya panangituray ne Apu Diyus, bekken nga madatngan nga maibulun ka masingen nga pagilasinan.
023	Awan pe mangunen nad nga, Kad yani, uwed idi nin!
023	winno kunen da nga, Uwed ennan nin!
023	Ta kinapudnu na, ya panangituray ne Apu Diyus, ket uwed mettas dakayu, kunen na.
024	Ket kinunen na kadito adalan na, Umbet nad ya timpu nga matoran kayu nga makadateng kuma iya timpu niya Anac nga Naipatoley, orey no malak-aman nu ya isa kuma ngas nga algew niyan nga timpu.
024	Ngem pulus nga madi kayu nad pekkem malak-aman.
025	Ket uwed da nad agkunen dakayu nga, Kad tuni!
025	Ituni nin ya sapsapulen nu!
025	Winno kunen da nad nga, Kad yani!
025	Itu yani nin ya sapsapulen nu!
025	kunen da nad dakayu.
025	Ngem madi nu da kuma ikasu, se di nu da met suruten.
026	Ta ya panaggundaway nad niya Anac nga Naipatoley, nawada nad met nga arig nga panaggilap niya kilawet nga wadaan na ya abac lawa manipud iya isa nga bangir agingga iya sabali nga bangir.
027	Ngem masapul nga aglak-am pekkem ya Anac nga Naipatoley ka adu nga rigat, se guraen nad pe diya toltoley iya ita nga timpu.
028	Ket no kumaan to kasasaad dito toltoley ito timpu nito Nue itun, ket agten nad met iyan no madatngan ya timpu niya Anac nga Naipatoley.
029	Ta ito sacbay nito algew nga imuneg de Nue ito daung, nitultuluy ngas met dito toltoley to winangwangel da nga nangnangan, se nagin-inum, se nagaasawa.
029	Ket pagamwan da, uwed met to layusin, ket itu ya nangpukaw igida nga aminin.
030	Agten met pe ito timpu nito Lot, ta dito toltoley itun, nangnangan se nagin-inum da, nagnginngina se naglaclaku da, nagmulmula se nagbalbaley da.
031	Ngem ito algew nga panagtalew nito Lot ka Suduma, uwed met apuy se burbura nga asupre nga niterkag nga gayat ka ngudu.
031	Ket itu ya nangpukaw igida nga amin.
032	Ket agten nad pe iyan no timpu niya panagparang niya Anac nga Naipatoley.
033	Ket iyan nad nga algew, no uwed kuma toley iya sap-ew niya atep niya baley na, madi kuma umulugin nga mawe mangbulay pekkem kadiya kukuwa na nga uwed iya uneg niya baley.
033	Ket agten pe ya toley nga uwed nad iya lapug na, madi kuma agawir nga mawe mangbulay kadiya nibati na iya baley nan.
034	Laglagipen nu ngarud pe to dakec nga napasamac ito asawa nito Lot itun.
035	Ta kinapudnu na, ya orey nagan na nga mangkakenga iya biyag na mettas, mapukaw nad mettas igina ya kaipapennan niya biyag na.
035	Ngem ya orey nagan na nga mangipalikud nga gennung iya panangipateg na iya biyag na, maisalakan na nad ya kaipapennan niya biyag na.
036	Ket pudnu met nga iyan nad nga timpu, mabalin nga uwed duwa nga toley nga agadug iya isa nga pagidaan iya gabi, ket maalac nad ya isa, ket mabati ya isa.
037	Ket agten nad pe kadiya duwa nga babey nga aggilgiling.
037	Maalac nad ya isa, ket mabati met ya isa.
038	Agten pe kadiya duwa nga lalaki nga uwed nad iya lapug da.
038	Ket maalac nad ya isa, ket mabati ya isa, kunen na.
039	Ket nagsaludsud dito adalan na igina nga kinunen da, Awac ya pakapasamakan diyan, Apu?
039	kunen da.
040	Ket nisungbat ne Jesus igida yani nga pagkakagi: Siguradu nga orey awac ya edyan niya bangkay, itu ngarud ya pagurnungan diya gayang, kunen na.
