verse	content
030	Laung nila, Bang kaw bukun in Almasi atawa hi Ilyas atawa in nabi amu in piyagtatagaran sin bangsa natu Yahudi, mayta kaw mangligu ha manga tau?
031	In sambung hi Yahiya, In aku miyari nangligu ha manga tau sin tubig.
031	Sagawa awn hambuuk tau in labi dayn kku.
031	Yan siya limalamugay kaniyu, sa di niyu siya kaingatan.
032	Miyari siya pa dunya simunud kku, sagawa minsan humubad sin hukut tawmpa niya, di aku tpun sabab landu tuud mataas in kawasa niya dayn kku.
033	Na, amu na yan in kimugdan kan Yahiya ha waktu siya duun nagliligu ha manga tau ha hula Bitani ha dapit pa subangan sin Suba Jurdan.
034	Na, pagadlaw hambuuk kta hi Yahiya hi sa miyamanaw sng mawn kaniya.
034	Laung hi Yahiya, Yan na in giyanti anak bili-bili pagkulbanan pa Tuhan, karna siya in piyalahil sin Tuhan mamuas ha manga mnusiya dayn ha manga dusa nila!
035	Siya na ini in piyagiyan ku kaniyu.
035	Bakas ta kamu biyaytaan, laung ku, Awn tau sumunud kku, sagawa labi tuud mataas in kawasa niya dayn kku, sabab in siya asal naawn ha wala pa aku natau.
036	In bunnal niya, wala ku kiyaingatan bang hisiyu in tau naraak sin Tuhan sumunud kku, sagawa miyari aku nangligu ha manga tau iban tubig ha supaya siya mapanyata pa manga tau bangsa Israil.
037	Manjari nanuysuy na hi Yahiya ha manga mulid niya pasal sin Almasi.
037	Laung niya, Ha wala ku pa kiyaingatan bang hisiyu in naraak sin Tuhan sumunud kku, awn kiyabayta kku sin Tuhan, amu in nagdaak kku mangligu ha manga tau sin tubig.
037	Laung niya kku, Bang mu kakitaan in R sin Tuhan, tumulun magpanyata mawn pa hambuuk tau iban tumutug duun kaniya, in hti niya, siya na yan in tau sumangun sin R Mahasuchi sin Tuhan pa manga mnusiya.
037	Na, nabunnal tuud in bayta sin Tuhan, sabab kta ku tuud timulun dayn ha surga in R sin Tuhan, nagpasalupa biya mpati, ampa timapu mawn kan sa.
038	Na, laung hi Yahiya, In yan kta ku tuud iban bihaun baytaan ta na kamu tuud sin kasabunnalan, sin in hi sa amuna tuud in Anak Tuhan.
039	Manjari, pagadlaw hambuuk duun na isab hi Yahiya timitindug iban sin duwa mulid niya ha higad sin Suba Jurdan.
040	Sakali kta hi Yahiya hi sa limabay sarta laung niya, Yan na in giyanti bili-bili pagkulbanan pa Tuhan!
041	Pagdungug sin duwa mulid hi Yahiya sin bichara niya, magty sila imurul kan sa.
042	Sagawa pagharap hi sa pa ulihan, kta niya in duwangka-tau miyumurul kaniya, laung niya kanila, Mayta kamu imurul kku?
043	In sambung nila, Rabbi, hariin in kiyaruunan mu?
043	In hti sin Rabbi, Tuwan Guru.
044	Laung hi sa kanila, Agad kamu mari kku bat niyu kakitaan.
045	Manjari miyagad na sila iban kta nila na in kiyaruunan niya.
045	Iyabutan na sila dm didtu sabab in kaagad nila kan sa awn na kulang-labi lisag upat sin mahapun.
046	In ngn sin hambuuk amu in miyurul miyagad kan sa, hi Andariyas, taymanghud hi Simun Pitrus.
047	Manjari magty hi Andariyas miyadtu naglawag ha taymanghud niya hi Simun.
047	Kiyabaakan niya mn, laung hi Andariyas, Kiyabaakan namu na in Almasi.
048	Sakali diy niya madtu hi Simun kan sa.
049	Iyatud siya hi sa ampa namung, amu agi, Ikaw hi Simun, anak hi Yahiya, sagawa danglayan ta kaw Kipas.
049	In ngn Kipas sali da iban Pitrus.
049	In hti niya batu.
050	Manjari, pagadlaw hambuuk napikil hi sa limanjal pa hula Jalil.
050	Sakali nagbaak sila kay Pilip.
050	Laung hi sa kaniya.
050	Kari kaw agad kku!
051	In hi Pilip ini tau Bitsayda, amu in hula hi Andariyas kay Pitrus.
052	Na, magty hi Pilip naglawag kan Natanyal.
052	Kiyabaakan niya mayan, laung niya kan Natanyal, Kiyabaakan namu na in piyagbayta hi Musa kiyasulat ha lawm Kitab Tawrat iban sin piyagbayta sin manga kanabihan, amu in kiyasulat nila ha manga Kitab.
052	In piyagbayta nila amuna hi sa, anak hi Yusup dayn ha Nasarit.
053	Sakali laung hi Natanyal, Uy!
053	Mayta, awn tau marayaw dayn ha Nasarit?
054	In sambung hi Pilip, Kari kaw agad bat mu kakitaan.
055	Manjari, pagkita hi sa kan Natanyal sng mawn kaniya, namung hi sa, laung niya, Yari na in tau, amu in tantu tuud bangsa Israil.
055	Bukun siya panipu!
056	Laung hi Natanyal kaniya, Biya diin in kaingat mu kku?
057	In sambung hi sa, Sin way pa kaw natawag hi Pilip, kta ta kaw simisilung ha sawm kahuy tina.
058	Magty simambung hi Natanyal kan sa, laung niya, Tuwan Guru, ikaw na tuud in Anak Tuhan, iban ikaw in Sultan sin bangsa namu Israil!
059	Laung hi sa kaniya, Nagparachaya na kaw magty kku sawkat ta na kaw biyaytaan sin kta ta kaw similung ha sawm kahuy tina?
059	Ingat kaw ha susngun awn manga hinang ku kakitaan mu labi makainu-inu dayn ha yan!
060	Iban laung hi sa kanila, Tantu tuud baytaan ta kamu sin tuman, kakitaan niyu maukab in lawang langit iban magnaug-gaban in manga malikat sin Tuhan mari kku, amu in Anak Mnusiya.
