verse	content
014	Sabab hisiyu-siyu in tau magpataas sin baran niya hidusdus da siya pa baba, hti hisiyu-siyu in magpababa sin baran niya angkatun da siya pa taas.
015	Sakali in manga kaibanan tau nagd mawn kan sa sin manga anak nila sibi-sibi ha supaya niya kakaputan kapangayuan anughara dayn ha Tuhan.
015	Pagkita sin manga mulid hi sa kanila piyagamahan nila in manga tau.
016	Sagawa tiyawag hi sa in manga bata-bata, laung niya ha manga mulid niya, Pakaria niyu kku in manga bata-bata, iban ayaw niyu sila lnga, sabab in manga tau amu in mangandul ha Tuhan biya sin pangandul sin manga bata-bata yan ha ina-ama nila, amu in makaagad sin pamarinta sin Tuhan.
017	Ini in mattan hibayta ku kaniyu.
017	Hisiyu-siyu in di magkahagad sin daakan sin pamarinta sin Tuhan biya sin pagkahagad sin bata-bata sin daakan sin maas niya, na di siya makaagad ha lawm pamarintahan sin Tuhan.
018	Sakali awn hambuuk nakura sin manga Yahudi in nangasubu kan sa, laung niya, Tuwan, in ikaw yan tau marayaw.
018	Unu in subay hinangun ku ha supaya aku kasukuan sin kabuhi salama-lama?
019	Unu in sabab hangkan mu aku yan tau marayaw?
019	laung hi sa kaniya.
019	Wayruun tau marayaw amura in Tuhan.
020	Kahagara in manga daakan sin Tuhan, amu in asal mu na kaingatan biya na sin: Ayaw kaw magjina, ayaw kaw mamunu, ayaw kaw manakaw, ayaw sumaksi sin bukun bunnal, pagaddati in ina-ama mu.
021	Simambung in nakura sin manga Yahudi, laung niya, Iyaagad ku in katn daakan yan dayn sin kabata-bata ku pa.
022	Pagdungug hi sa sin sambung niya, laung hi sa kaniya, Awn pa hambuuk kulang sin hinang mu.
022	Dagangan in unu-unu mu katn ampa mu pagdihilan in bhan ha manga miskin ha supaya awn alta mu didtu ha surga.
022	Pagubus ampa kaw kari agad kku.
023	Sagawa pagdungug niya sin bichara hi sa, landu tuud siya nasusa sabab in siya dayahan tuud.
024	Na, kta hi sa sin nasusa siya.
024	Hangkan laung hi sa, Kahunitan tuud in manga tau dayahan magad ha pamarinta sin Tuhan!
025	Sabab amu in pagiyanun, kaluhayan pa in unta lumabay dayn ha buli jawm dayn sin tau dayahan magad ha pamarinta sin Tuhan.
026	Na, in manga tau nakarungug sin pamung niya imiyan, laung nila, Bang biya hdtu in hti niya wayruun tau malappas.
027	Sagawa in sambung hi sa, In unu-unu di marapat hinangun sin mnusiya, marapat sadja sin Tuhan hinangun.
028	Sakali namung hi Pitrus, laung niya, Na, biya diin in kami ini?
028	Tiyaykuran namu na in pamy-by namu ampa kami miyagad kaymu.
029	In sambung hi sa kanila, Baytaan ta kamu sin tuman.
029	Hisiyu-siyu in atas mamn sin pamy-by niya, atawa sin asawa niya, atawa sin manga taymanghud niya, atawa sin maas niya, atawa sin manga anak niya sabab-karna sin pagagad niya sin pamarinta sin Tuhan,
030	na, lipat-manglipat in hitungbas kaniya sin Tuhan ha waktu bihaun iban ha masa susngun, awn kabuhi niya salama-lama.
031	Sakali diy hi sa kimandi in hangpu tagduwa mulid niya dayn ha kaibanan tau, ampa niya sila biyaytaan, laung niya, Kitaa niyu ba, in kitaniyu ini tudju madtu pa Awrusalam Baytal Makdis.
031	Na, duun mabunnal in katn kiyasulat sin manga kanabihan pasal ku, amu in Anak Mnusiya.
032	Pagdatung natu madtu, hiungsud aku pa lawm lima sin manga tau bukun bangsa Yahudi, amu in namamarinta sin hula.
032	Pagliki-likian nila aku, sipug-sipugun iban luraan nila aku.
033	Pagubus lapdusan nila aku sin lulubak, ubus ampa nila aku patayun.
033	Sagawa ha hikat sin adlaw dayn ha kamatay kku, mabuhi aku magbalik.
034	Sagawa wala kiyahtihan sin manga mulid niya in manga bichara niya minsan hangkatiyu.
034	In maana sin manga lapal-kabtangan hi sa llibun dayn kanila.
034	Hangkan di nila kaingatan bang unu in piyagbibichara hi sa.
035	Sakali masuuk mayan hinda sa pa dira Ariha, awn duun hambuuk tau buta naglilingkud ha higad dn nanglilimus ha manga tau.
036	Pagdungug niya sin hibuk sin manga tau maglalabay, nangasubu siya bang unu in pakaradjaan.
037	Laung sin manga tau kaniya, Maglalabay hi sa amu in tau dayn ha Nasarit.
038	Nagsuwara siya matanug, laung niya, Andu, sa, hambuuk panubu hi Daud, kaulungi aku!
039	Sakali piyagamahan siya sin manga tau ha unahan iban yan siya di papaghibukun.
039	Sagawa gm mayan piyatanug niya na tuud in pagsuwara niya, laung niya, Andu, hambuuk panubu hi Daud, kaulungi aku!
040	Na, himundung hi sa ampa siya nagdaak hipar mawn kaniya in tau buta.
040	Nar mayan mawn in tau buta, iyasubu siya hi sa, laung niya,
041	Unu in kabayaan mu hitabang ku kaymu?
042	Tuwan, in sambung niya, in kabayaan ku makakita aku magbalik.
043	Laung hi sa kaniya, Na, makakita na kaw!
043	Dayn ha sabab sin parachaya iban pangandul mu in ikaw kiyaulian na.
044	Na, saruun-duun nakakita na in tau buta.
044	Imurul na siya kan sa iban pagsarang-sukul niya pa Tuhan.
044	Pagkita sin manga tau sin biya hdtu, namudji sila katn pa Tuhan.
