verse	content
026	Pagubus ampa sila nagkalang sin kalangan pamudji pa Tuhan, ubus ampa sila miyadtu pa Bd Jaytun.
027	Sakali ha sng nila pa Bd Jaytun, namung hi sa, laung niya, In kamu yan katn maguy iban mutas kamu dayn kku, sabab asal kiyasulat ha lawm Kitab, amu agi,
028	Hirl sin Tuhan mapatay in magiipat ha manga bili-bili,
029	iban mapulak-palik in manga bili-bili niya.
030	Sagawa mabuhi mayan aku magbalik, madtu aku muna dayn kaniyu pa hula Jalil.
030	Magbk kitaniyu didtu.
031	Simambung hi Pitrus, laung niya, Tuwan, tantu di tuud aku mutas dayn kaymu, minsan in sila katn mutas dayn kaymu!
032	In sambung hi sa kan Pitrus, Indani in bichara ku ini.
032	Ha dm ini ha di pa maabut tumagauk in manuk usug makaruwa sin subu-subu, makat kaw umiyan, laung mu di mu aku kaingatan.
033	Sagawa limugat tuud hi Pitrus, laung niya, Tantu di tuud aku imiyan sin di ta kaw kaingatan, minsan pa aku mapatay umunung kaymu!
034	Na, biya da isab hdtu in pamung sin katn mulid niya.
035	Sakali miyadtu hinda sa pa lugal pagtawagun Gitsimani.
035	Nakaratung mayan sila, laung niya ha manga mulid niya, Lingkud naa kamu d.
035	Madtu pa aku mangarap pa Tuhan.
036	Piyaagad niya hi Pitrus iban hi Yakub kay Yahiya.
036	Sakali landu tuud nagdukka iban simusa hi sa.
037	Laung niya kanila, Landu tuud in dukka sin lawm atay ku.
037	Agun-agun na hikamatay ku.
037	Tagad naa kamu d iban pagjaga kamu.
038	Ubus, limayu-layu hi sa dayn ha manga mulid niya ampa siya simujud pa lupa sarta nangarap na siya pa Tuhan.
038	Nangayu siya duwaa pa Tuhan bang awn dapat di na siya palabayun sin kabinsanaan masuuk na dumatung kaniya.
039	Laung hi sa, Ya Tuhan, Ama ku!
039	Kaingatan ku in unu-unu katn marapat mu hinangun.
039	Bang makajari kaymu ayaw mu na aku palabaya sin kabinsanaan ini.
039	Malayngkan, bukun kabayaan ku in maagad, sagawa in kabayaan mu in maagad.
040	Pagubus nagbalik siya madtu pa manga mulid niya.
040	Sakali in kiyaratungan niya natutg in t mulid niya.
040	Laung hi sa kan Pitrus, Uy!
040	Simun, natutg kaw?
040	Di ka kaw makajaga minsan hangka-jm?
041	Pagjaga kamu, laung hi sa kanila, iban pangayu kamu duwaa ha supaya kamu di mar sin sasat makapilad sin man niyu.
041	Sabab bunnal na sa ha lawm pikilan iban atay niyu mabaya tuud kamu magad sin kabayaan sin Tuhan, sagawa in anggawta-baran niyu maluhay mar sin sasat.
042	Pagubus miyadtu na isab hi sa nagbalik nangarap pa Tuhan iban biyalikan niya in lapal-kabtangan sin duwaa piyangayu niya pa Tuhan.
043	Pagbing niya mawn pa manga mulid niya, kiyaratungan niya natutg sila sabab miyugat na in mata nila sin karu.
043	Iban di nila kaingatan bang unu in hisambung nila kan sa.
044	Sakali, hikat mayan sin balik hi sa mawn kanila, laung hi sa kanila, Bat natutg iban naghahali-hali pa hti kamu yan?
044	Sarang na sa yan.
044	Naabut na in waktu!
044	Taynghug kamu.
044	Bihaun, in aku amu in Anak Mnusiya hiungsud na pa lawm lima sin manga tau baldusa.
045	Bangun na kamu bat kitaniyu mkadtu na.
045	Kitaa niyu ba, yan na in tau manipu kku!
046	Na, ha sabu pa nagbibichara hi sa, dimatung na mawn hi Judas, amu in hambuuk dayn ha hangpu tagduwa mulid hi sa.
046	Mataud tau in miyamagad kaniya nagdar pakukus iban kakakal.
046	In manga tau ini naraak sin manga nakura kaimaman, sin manga guru sin sara agama iban sin manga nagtatau-maas ha hula.
047	Na, asal biyaytaan hi Judas in manga tau, laung niya, In tau siyumun ku amuna in tau saggawun niyu.
047	Dha niyu siya iban jagahi niyu marayaw.
048	Sakali pagdatung na mayan hi Judas, magty siya timy madtu kan sa, laung niya, Tuwan Guru, ubus ampa niya syum hi sa.
049	Na, siyaggaw na sin manga tau hi sa ampa giyapus.
050	Na, magty liyarut sin hambuuk mulid hi sa in pakukus niya ampa niya liyagut in hambuuk pun sin Imam Dakula.
050	Nautud in hansipak taynga sin tau liyagut niya.
051	Sakali namung hi sa ha manga tau simaggaw kaniya, laung niya, Mayta, mundu ka aku ini, subay niyu saggawun iban sin pakukus iban kakakal niyu?
052	Adlaw-adlaw duun aku nagnanashat ha By sin Tuhan.
052	Na, didtu da isab kamu, sagawa mayta niyu aku wala siyaggaw didtu?
052	Na, hangkan biya ha yan, sabab subay maagad in manga kiyasulat ha lawm Kitab.
053	Na, pagubus miyutas na dayn kan sa in katn mulid niya iban miyaguy na sila.
054	Sakali awn hambuuk subul duun nagsisiub-siub sadja in imuurul kan sa.
054	Sakali awn gimanggut kaniya ambaya siya isab saggawun.
055	Sa niya biyutnan in siub niya, ampa siya dimagan naghuhubu.
056	Manjari, diy sin manga tau hi sa madtu pa by sin Imam Dakula, iban nagtipun na mawn katn in manga nakura kaimaman, in manga nagtatau-maas ha hula iban sin manga guru sin sara agama.
057	Na, in hi Pitrus imuurul kan sa dayn ha kalayuan sampay nakaabut siya madtu pa halaman by sin Imam Dakula.
057	Pagsd niya pa halaman sin by, duun siya limingkud ha daig sin kyu nagpaanag, limamugay ha manga jaga, amu in manga daraakun sin Imam Dakula.
058	Na, in hi sa liyawagan tuud dusa sin manga nakura kaimaman iban sin katn nakura Yahudi manghuhukum bat hi sa kabutangan sin hukuman subay patayun.
058	Sagawa wayruun dusa kabaakan nila hikatuntut kan sa.
059	Mataud in tau simaksi sin puting bat supaya katuntutan hi sa, sagawa di magtaayun in bichara sin manga saksi.
060	Sakali awn kaibanan tau timindug ampa simaksi sin puting.
061	Laung nila, In tau yan diyungug namu imiyan sin malubu niya in By sin Tuhan, amu in bakas hnang sin manga tau, ubus ampa siya kunu magpatindug dugaing ha lawm ty adlaw, amu in bukun hinangan mnusiya.
062	Sagawa minsan in manga tau simaksi ini, wala da isab nagtaayun in manga bichara nila.
063	Na, timindug in Imam Dakula ampa miyadtu pa gitungan sin katn tau duun.
063	Iyasubu niya hi sa, laung niya, Na, unu in hikasambung mu ha manga saksi ini pasal sin bayta nila sin narusa mu?
064	Na, wala nagkayba hi sa.
064	Wala siya simambung minsan hangka-kabtang.
064	Na, iyasubu na isab siya nagbalik sin Imam Dakula, amu agi, Ikaw ka in Almasi, amu in Anak sin hambuuk-buuk Tuhan piyupudji?
065	In sambung hi sa, Huun, aku na.
065	Iban kakitaan niyu da in aku amu in Anak Mnusiya lumingkud ha dapit pa tuu sin Tuhan Mahatinggi, iban ha pagbalik ku mari ha susngun kakitaan niyu aku miyamagad ha lawm gabun.
066	Na, magty grit sin Imam Dakula in juba niya sabab diyugalan tuud siya ampa siya namung, laung niya, Mayta pa kitaniyu maglawag manga saksi?
067	Diyungug niyu na hayn-duun in bichara niya pangkal pa Tuhan.
067	Na, ha pikil niyu unu in hukuman hibutang natu kaniya?
068	Nagtaayun sila katn sin mattan in dusa hi sa iban subay siya patayun.
069	Na, pagubus magty piyagluraan sin kaibanan tau hi sa.
069	Tiyabunan nila in mata niya ubus ampa nila siya piyagsuntuk.
069	Na, laung nila kan sa, tukura bang hisiyu in simuntuk kaymu!
069	Ubus diy na siya sin manga jaga amu in naminasa da isab kaniya.
070	Manjari, ha sabu hi Pitrus duun ha halaman by sin Imam Dakula, nkawn in hambuuk babai daraakun sin Imam Dakula.
071	Pagkita niya kan Pitrus duun nagpaanag ha daig sin kyu, magty niya iyatud hi Pitrus ampa siya imiyan, laung niya, In ikaw yan agad da isab kan sa amu in tau Nasarit.
072	Namaylu hi Pitrus, laung niya, Inday kaymu.
072	Di ku kahtihan bang unu in piyagbichara mu yan.
072	Ubus ampa siya ming, miyadtu pa labayan sin lawang sin halaman by.
072	Na, saruun-duun, timagauk na in manuk.
073	Sakali kta na isab siya nagbalik sin babai daraakun.
073	Laung sin babai ha manga tau nagtitindug duun, In tau yan agad da isab kanila!
074	Na, namaylu na isab hi Pitrus.
075	Bukun mawgay yan hi Pitrus sin manga tau nagtitindug duun, laung nila, Mattan tuud in ikaw yan agad kanila, sabab in ikaw yan tau Jalil da isab.
076	Sagawa nagsukna-sukna tuud hi Pitrus sin baran niya iban simapa siya, laung niya, Bang mn aku pagmulkaan sin Tuhan bang puting in bayta ku yan kaniyu.
076	Di ku tuud kaingatan in tau piyagiyan niyu yan!
077	Na, magty na isab timagauk in manuk usug.
077	Hikaruwa na sin manuk timagauk.
077	Na, pagdungug hi Pitrus, kiyatumtuman niya in bichara hi sa, amu agi, Ha di pa tumagauk in manuk usug makaruwa, makat kaw umiyan sin in aku di mu kaingatan.
077	Na, nagtangis tuud siya, pagtumtum niya sin bichara hi sa.
