verse	content
030	nga ind makabaton ng sobra pa gid sa ini nga kabuh.
030	Kag sa paabuton, makakabaton siya kabuh nga way katapusan.
031	Gingbuyag ni Hesus ang iya dose nga disipulo sa mga tawo kag naghambay, Pamat kamo!
031	Nagapatukad kita sa Jerusalem kag didto matuman ang tanan nga gingsulat ng mga propeta parti sa akon nga Ung ng Tawo.
032	Kay dakpon ako kag itugyan sa mga bukon Judio kag insultuhon, pakahuy-an kag pil-an.
033	Latiguhon gid ninda ako ng tudo kag pagkatapos patyon.
033	Pero sa ikatuyo ka adlaw, mabanhaw ako.
034	Pero way gid makaintindi ang mga disipulo sa inda nabatian kay gingtag sa inda kung ano ang gusto hambayon ng ginghambay ni Hesus.
035	Nang malapit na si Hesus sa Jerico, may isa ka buta didto nga nagapungk kag nagapalimos sa alihid ng karsada.
036	Pagkabat niya nga nagaagi ang madam nga tawo, nagpangutana siya kung ano ang natatab.
037	Nagsabat ang mga tawo, Nagaagi si Hesus nga taga-Nazaret.
038	Ngan nagsinggit siya, Hesus, inapo ni David, kaluy-i ako!
039	Gingsabyaw siya nga maghipos ng mga nauna kay Hesus.
039	Pero gingkusugan pa gid ngan niya ang pagsinggit, Inapo ni David, kaluy-i ako!
040	Nagduyog si Hesus kag nagsug nga day-on ang buta sa iya.
040	Pag-abot ng buta gingpangutana siya ni Hesus,
041	Ano ang gusto mo nga humanon ko para sa imo?
041	Nagsabat ang buta, Ginoo, gusto ko kunt nga makakit liwat.
042	Naghambay si Hesus sa iya, Makakakit ka na.
042	Ang imo pagtuo ang nag-ayo sa imo.
043	Kag adto nga daan nakakit na siya.
043	Pagkatapos nagnunot siya kay Hesus nga nagadayaw sa Dios.
043	Pagkakit ng mga tawo sa natab, gingdayaw da ninda ang Dios.
