verse	content
017	Adto hay Adlaw nga Inugpahuway nang ginghuman ni Hesus ang lunang kag ging-ayo niya ang buta.
018	Ngan nagpangutana da ang mga Pariseo sa iya kung pauno siya nakakit.
018	Nagsabat siya, Gingpahiran niya ning lunang ang akon mata, pagkatapos nagpanghilam-os ako kag nakakakit na ako.
019	Naghambay ang iban nga mga Pariseo, Bukon halin sa Dios adto nga tawo kay way siya nagasunod sa kasuguan parti sa Adlaw nga Inugpahuway.
020	Pero naghambay ang iban, Pauno makahuman ning mga milagro ang makasasal?
020	Kag way sinda nagkaisa.
021	Ngan, nagpangutana sinda liwat sa tawo nga dati buta, Ano ang mahahambay mo sa adto nga tawo, kay ginghambay mo nga ging-ayo niya ang imo mata?
022	Nagsabat ang tawo, Siya hay propeta.
023	Pero way nagpati ang mga miyugdumaya ng Judio nga buta siya dati kag niyan hay nakakakit na.
023	Ngan gingpatawag ninda ang iya mga ginikanan.
024	Pagkatapos, gingpangutana ninda sinda, Imaw ba ini ang indo ung?
024	Matuod gida ba nga ging-ung siya nga buta?
024	Bas nakakakit na siya niyan?
025	Nagsabat ang iya mga ginikanan, Huo, ung namon siya kag matuod gid nga natawo siya nga buta.
026	Pero way na kami makasayod kung pauno siya nakakit niyan kag way da kami makasayod kung sin-o ang nagpaayo sa iya mata.
026	Pangutan-a na lang nindo siya kay may edad na da siya, makakasabat na siya para sa iya kaugalingon.
027	Imaw ini ang sabat ng iya mga ginikanan kay nahadlok sinda sa mga miyugdumaya ng Judio.
027	Kay nagkinasugtanan sinda nga ang aber sin-o nga mag-ak nga si Hesus ang Kristo hay ind na kabigon nga miyembro sa sinagoga.
028	Ngan ginghambay ng mga ginikanan ng tawo, May edad na da siya, makakasabat na siya para sa iya kaugalingon.
029	Ngan, gingpatawag ninda liwat ang tawo nga dati buta kag ginghambayan, Magbalit ka ning matuod kay nagapamat ang Dios .
029	Sayod namon makasasal adto nga tawo.
030	Nagsabat siya, Way ako makasayod kung siya hay makasasal o bukon.
030	Isa lang ang sayod ko, buta ako dati, pero niyan nakakakit na.
031	Nagpangutana sinda liwat, Ano ang ginghuman niya sa imo?
031	Pauno niya ging-ayo ang imo mata?
032	Nagsabat naman siya, Gingbalit ko na sa indo, pero way kamo nagpati.
032	Bas gusto na naman nindo nga mabatian liwat?
032	Gusto da ba nindo nga maging disipulo niya?
033	Tungod diri, tudo ang kahangit ng mga pinun kag gingmulay ninda siya, Ikaw ang disipulo ng adto nga tawo!
033	Pero kami hay mga disipulo ni Moises.
034	Sayod namon nga nagpakig-istorya ang Dios kay Moises nang una, pero adto nga tawo way ngan kami makasayod kung diin siya naghalin!
035	Nagsabat ang tawo nga dati buta, Taya!
035	Imaw ngan in ang makatitingaya!
035	Ging-ayo ng adto nga tawo ang akon mata, pero way kamo makasayod kung diin siya naghalin.
036	Sayod naton nga ang Dios way nagapamat sa mga makasasal, pero nagasabat siya sa aber sin-o nga matutom nga nagahigugm sa iya kag nagasunod sa iya kabubut-on.
037	Tun pa nang gingtuga ang kalibutan, way pa gid kita nakabat nga may tawo nga nakapaayo sa ging-ung nga buta.
038	Kung adto nga tawo bukon halin sa Dios, ind siya makakahuman ning tiyad ini.
039	Nagsabat ang mga miyugdumaya ng Judio, Ikaw hay makasasal gid tun nang ging-ung.
039	Tapos ikaw pa ba ang magtudl sa amon?
039	Kag adto nga daan gingpalayas ninda siya paluwas sa sinagoga.
040	Nabatian ni Hesus nga inda gingpalayas sa sinagoga ang tawo nga dati buta.
040	Ngan gingpangit niya siya kag ging-istorya, Ikaw, nagatuo ka ba sa Ung ng Tawo?
041	Nagsabat ang tawo, Nong, sin-o siya?
041	Balitai abi ako agud magtuo ako sa iya.
042	Naghambay si Hesus, Nakit mo na siya kag siya ang nagapakig-istorya sa imo niyan.
043	Naghambay ang tawo, Ginoo, nagatuo ako sa imo!
043	Kag nagsamba siya kay Hesus.
044	Naghambay naman si Hesus, Nagkari ako diri sa kalibutan para husgahan ang mga tawo, agud makakit ang mga nakakasayod nga sinda buta sa kamatuuran kag mabuta ang mga nagahunahun nga sinda hay nakakasayod ng kamatuuran.
045	Niyan, may iban nga mga Pariseo nga malapit hampig kay Hesus kag nakabat sinda sa iya ginahambay.
045	Naghambay sinda sa iya, Ano?
045	Gusto mo ba hambayon nga kami da hay mga buta?
046	Nagsabat si Hesus, Kung mga buta kamo, mapatawad kunt ang indo kasal-anan.
046	Pero kay ginahambay nindo nga nakakakit kamo, imaw ini ang nagapamatuod nga may mga sal gihapon kamo.
